party,target_a,target_b,n_a,n_b,median_a,median_b,delta_b_minus_a,replicate
UDI,P1,P3,30,30,0.7289542934919231,0.7255636679346091,-0.003390625557313953,22
UDI,P2,P3,31,30,0.7096851617138354,0.7255636679346091,0.01587850622077369,22
COMUNES,P1,P2,2,1,-0.9126628375455409,-0.8846655784119898,0.02799725913355111,23
COMUNES,P1,P3,2,1,-0.9126628375455409,-0.822817432561669,0.08984540498387195,23
COMUNES,P2,P3,1,1,-0.8846655784119898,-0.822817432561669,0.061848145850320835,23
DC,P1,P2,15,14,-0.17597734253762082,-0.17451026254124416,0.0014670799963766579,23
DC,P1,P3,15,14,-0.17597734253762082,-0.14747710933676492,0.0285002332008559,23
DC,P2,P3,14,14,-0.17451026254124416,-0.14747710933676492,0.027033153204479243,23
EVOP,P1,P2,6,6,0.6820242350614059,0.652636740791851,-0.029387494269554892,23
EVOP,P1,P3,6,6,0.6820242350614059,0.5917847023307141,-0.09023953273069174,23
EVOP,P2,P3,6,6,0.652636740791851,0.5917847023307141,-0.06085203846113685,23
FRVS,P1,P2,1,1,-0.7398981531423252,-0.7045388461557699,0.03535930698655532,23
FRVS,P1,P3,1,1,-0.7398981531423252,-0.6573931035070294,0.08250504963529581,23
FRVS,P2,P3,1,1,-0.7045388461557699,-0.6573931035070294,0.047145742648740496,23
IND,P1,P2,13,11,-0.6017476835154976,-0.5724162643629784,0.029331419152519134,23
IND,P1,P3,13,11,-0.6017476835154976,-0.6902097507356014,-0.08846206722010386,23
IND,P2,P3,11,11,-0.5724162643629784,-0.6902097507356014,-0.11779348637262299,23
LIBERAL,P1,P2,2,2,-0.7156141297735941,-0.6640903895098547,0.051523740263739404,23
LIBERAL,P1,P3,2,2,-0.7156141297735941,-0.5953920691582026,0.12022206061539142,23
LIBERAL,P2,P3,2,2,-0.6640903895098547,-0.5953920691582026,0.06869832035165202,23
PC,P1,P2,8,8,-0.8525612979974386,-0.8581293040468316,-0.005568006049393004,23
PC,P1,P3,8,8,-0.8525612979974386,-0.8655533121126884,-0.01299201411524975,23
PC,P2,P3,8,8,-0.8581293040468316,-0.8655533121126884,-0.0074240080658567464,23
PCS,P2,P3,2,1,-0.8361537430507793,-0.8054206140210886,0.03073312902969072,23
PEV,P1,P2,1,1,-0.9557429301763853,-0.9499710740667847,0.005771856109600626,23
PEV,P1,P3,1,1,-0.9557429301763853,-0.9422752659206508,0.013467664255734535,23
PEV,P2,P3,1,1,-0.9499710740667847,-0.9422752659206508,0.007695808146133909,23
PH,P1,P2,3,2,-0.977576089284724,-0.9313887540113782,0.04618733527334573,23
PH,P1,P3,3,2,-0.977576089284724,-0.901775567676423,0.07580052160830097,23
PH,P2,P3,2,2,-0.9313887540113782,-0.901775567676423,0.029613186334955244,23
PPD,P1,P2,6,7,-0.6198323806042618,-0.6231610318237959,-0.0033286512195340734,23
PPD,P1,P3,6,7,-0.6198323806042618,-0.7056807680222601,-0.08584838741799827,23
PPD,P2,P3,7,7,-0.6231610318237959,-0.7056807680222601,-0.0825197361984642,23
PR,P1,P2,6,6,-0.3677851668145464,-0.31045676441460884,0.057328402399937584,23
PR,P1,P3,6,6,-0.3677851668145464,-0.23164422497073597,0.13614094184381045,23
PR,P2,P3,6,6,-0.31045676441460884,-0.23164422497073597,0.07881253944387287,23
PRI,P1,P2,1,1,-0.7296696226064369,-0.7149629802263033,0.014706642380133528,23
PRI,P1,P3,1,1,-0.7296696226064369,-0.6953541237194605,0.03431549888697638,23
PRI,P2,P3,1,1,-0.7149629802263033,-0.6953541237194605,0.019608856506842853,23
PRO,P2,P3,1,1,-0.8648662432882606,-0.8893024667408264,-0.024436223452565797,23
PS,P1,P2,18,18,-0.6516177131682402,-0.6572105896203526,-0.005592876452112372,23
PS,P1,P3,18,18,-0.6516177131682402,-0.6642968102234336,-0.012679097055193322,23
PS,P2,P3,18,18,-0.6572105896203526,-0.6642968102234336,-0.0070862206030809505,23
RD,P1,P2,8,10,-0.7836813737595731,-0.7898857885186643,-0.00620441475909117,23
RD,P1,P3,8,10,-0.7836813737595731,-0.7873286991347668,-0.003647325375193633,23
RD,P2,P3,10,10,-0.7898857885186643,-0.7873286991347668,0.0025570893838975373,23
RN,P1,P2,34,36,0.6920357191955457,0.645638476523112,-0.046397242672433725,23
RN,P1,P3,34,33,0.6920357191955457,0.577886731746269,-0.1141489874492767,23
RN,P2,P3,36,33,0.645638476523112,0.577886731746269,-0.06775174477684298,23
UDI,P1,P2,30,31,0.719893140567724,0.6858943478719821,-0.03399879269574191,23
UDI,P1,P3,30,30,0.719893140567724,0.6526182619015937,-0.06727487866613036,23
UDI,P2,P3,31,30,0.6858943478719821,0.6526182619015937,-0.03327608597038845,23
COMUNES,P1,P2,2,1,-0.9308918500352289,-0.9126704499048662,0.018221400130362664,24
COMUNES,P1,P3,2,1,-0.9308918500352289,-0.8662781354809272,0.06461371455430165,24
COMUNES,P2,P3,1,1,-0.9126704499048662,-0.8662781354809272,0.046392314423938985,24
DC,P1,P2,15,14,-0.19180314647876995,-0.18163390687412917,0.010169239604640778,24
DC,P1,P3,15,14,-0.19180314647876995,-0.1330593310244326,0.05874381545433735,24
DC,P2,P3,14,14,-0.18163390687412917,-0.1330593310244326,0.04857457584969657,24
EVOP,P1,P2,6,6,0.6788971125331845,0.6681996630444536,-0.01069744948873097,24
EVOP,P1,P3,6,6,0.6788971125331845,0.6688468981830061,-0.010050214350178388,24
EVOP,P2,P3,6,6,0.6681996630444536,0.6688468981830061,0.0006472351385525821,24
FRVS,P1,P2,1,1,-0.7802280859551627,-0.7132302198830889,0.06699786607207381,24
FRVS,P1,P3,1,1,-0.7802280859551627,-0.6238997317869911,0.1563283541681716,24
FRVS,P2,P3,1,1,-0.7132302198830889,-0.6238997317869911,0.08933048809609778,24
IND,P1,P2,13,11,-0.6125949528527072,-0.5876448556980955,0.024950097154611606,24
IND,P1,P3,13,11,-0.6125949528527072,-0.7722796677996518,-0.1596847149469447,24
IND,P2,P3,11,11,-0.5876448556980955,-0.7722796677996518,-0.1846348121015563,24
LIBERAL,P1,P2,2,2,-0.7172392844164488,-0.6632371492470128,0.05400213516943597,24
LIBERAL,P1,P3,2,2,-0.7172392844164488,-0.5912343023544323,0.1260049820620165,24
LIBERAL,P2,P3,2,2,-0.6632371492470128,-0.5912343023544323,0.07200284689258052,24
PC,P1,P2,8,8,-0.8566658654298549,-0.8691417283521956,-0.012475862922340708,24
PC,P1,P3,8,8,-0.8566658654298549,-0.8960326296744384,-0.03936676424458352,24
PC,P2,P3,8,8,-0.8691417283521956,-0.8960326296744384,-0.02689090132224281,24
PCS,P2,P3,2,1,-0.8410511927115236,-0.836220769495442,0.004830423216081625,24
PEV,P1,P2,1,1,-0.9357152127605466,-0.9499474612908472,-0.014232248530300584,24
PEV,P1,P3,1,1,-0.9357152127605466,-0.9689237926645813,-0.033208579904034696,24
PEV,P2,P3,1,1,-0.9499474612908472,-0.9689237926645813,-0.018976331373734112,24
PH,P1,P2,3,2,-0.9727189633039849,-0.9420919267691705,0.030627036534814356,24
PH,P1,P3,3,2,-0.9727189633039849,-0.909379066376631,0.06333989692735387,24
PH,P2,P3,2,2,-0.9420919267691705,-0.909379066376631,0.03271286039253951,24
PPD,P1,P2,6,7,-0.6277321043714418,-0.6185844249396093,0.009147679431832478,24
PPD,P1,P3,6,7,-0.6277321043714418,-0.6519748964609299,-0.024242792089488097,24
PPD,P2,P3,7,7,-0.6185844249396093,-0.6519748964609299,-0.033390471521320575,24
PR,P1,P2,6,6,-0.3659071523334645,-0.3225121033699791,0.043395048963485394,24
PR,P1,P3,6,6,-0.3659071523334645,-0.2549192398061675,0.110987912527297,24
PR,P2,P3,6,6,-0.3225121033699791,-0.2549192398061675,0.06759286356381161,24
PRI,P1,P2,1,1,-0.7424993109848194,-0.7202725003016364,0.022226810683182996,24
PRI,P1,P3,1,1,-0.7424993109848194,-0.6906367527240597,0.051862558260759695,24
PRI,P2,P3,1,1,-0.7202725003016364,-0.6906367527240597,0.0296357475775767,24
PRO,P2,P3,1,1,-0.8959819572994651,-0.933800945661213,-0.03781898836174791,24
PS,P1,P2,18,18,-0.6627210456160634,-0.6642008904051391,-0.0014798447890757016,24
PS,P1,P3,18,18,-0.6627210456160634,-0.6634193216088935,-0.0006982759928301219,24
PS,P2,P3,18,18,-0.6642008904051391,-0.6634193216088935,0.0007815687962455797,24
RD,P1,P2,8,10,-0.7964078186968395,-0.7991862004897738,-0.0027783817929343257,24
RD,P1,P3,8,10,-0.7964078186968395,-0.7938716762624204,0.002536142434419131,24
RD,P2,P3,10,10,-0.7991862004897738,-0.7938716762624204,0.0053145242273534565,24
RN,P1,P2,34,36,0.6704006572402512,0.6485473613372286,-0.02185329590302265,24
RN,P1,P3,34,33,0.6704006572402512,0.570251055789503,-0.10014960145074825,24
RN,P2,P3,36,33,0.6485473613372286,0.570251055789503,-0.0782963055477256,24
UDI,P1,P2,30,31,0.7143932373437905,0.7043767422180245,-0.010016495125765967,24
UDI,P1,P3,30,30,0.7143932373437905,0.683940924818996,-0.03045231252479441,24
UDI,P2,P3,31,30,0.7043767422180245,0.683940924818996,-0.020435817399028444,24
COMUNES,P1,P2,2,1,-0.9058325996441171,-0.8938701151646555,0.011962484479461577,25
COMUNES,P1,P3,2,1,-0.9058325996441171,-0.8426498650960013,0.06318273454811585,25
COMUNES,P2,P3,1,1,-0.8938701151646555,-0.8426498650960013,0.05122025006865427,25
DC,P1,P2,15,14,-0.15477126068117247,-0.1640865584151336,-0.009315297733961114,25
DC,P1,P3,15,14,-0.15477126068117247,-0.14152386536466505,0.013247395316507427,25
DC,P2,P3,14,14,-0.1640865584151336,-0.14152386536466505,0.02256269305046854,25
EVOP,P1,P2,6,6,0.7118369805712517,0.6715553634235772,-0.04028161714767442,25
EVOP,P1,P3,6,6,0.7118369805712517,0.6392439123785725,-0.07259306819267919,25
EVOP,P2,P3,6,6,0.6715553634235772,0.6392439123785725,-0.03231145104500477,25
FRVS,P1,P2,1,1,-0.7180153918581612,-0.6994453430280408,0.018570048830120367,25
FRVS,P1,P3,1,1,-0.7180153918581612,-0.6746852779212148,0.04333011393694641,25
FRVS,P2,P3,1,1,-0.6994453430280408,-0.6746852779212148,0.024760065106826046,25
IND,P1,P2,13,11,-0.5775168264528064,-0.533010772138677,0.04450605431412946,25
IND,P1,P3,13,11,-0.5775168264528064,-0.6989385435663947,-0.12142171711358829,25
IND,P2,P3,11,11,-0.533010772138677,-0.6989385435663947,-0.16592777142771775,25
LIBERAL,P1,P2,2,2,-0.6885371105142297,-0.6306697208477683,0.05786738966646143,25
LIBERAL,P1,P3,2,2,-0.6885371105142297,-0.5535132012924867,0.135023909221743,25
LIBERAL,P2,P3,2,2,-0.6306697208477683,-0.5535132012924867,0.07715651955528158,25
PC,P1,P2,8,8,-0.8654775073424643,-0.8710273730539937,-0.005549865711529378,25
PC,P1,P3,8,8,-0.8654775073424643,-0.8682351683703544,-0.0027576610278901015,25
PC,P2,P3,8,8,-0.8710273730539937,-0.8682351683703544,0.0027922046836392767,25
PCS,P2,P3,2,1,-0.8415884817056263,-0.8519234245896963,-0.010334942884069998,25
PEV,P1,P2,1,1,-0.9025876709096559,-0.920341329806918,-0.017753658897262103,25
PEV,P1,P3,1,1,-0.9025876709096559,-0.9440128750032665,-0.04142520409361061,25
PEV,P2,P3,1,1,-0.920341329806918,-0.9440128750032665,-0.02367154519634851,25
PH,P1,P2,3,2,-0.9298300479154095,-0.9051052363259073,0.024724811589502127,25
PH,P1,P3,3,2,-0.9298300479154095,-0.8843385309978742,0.04549151691753528,25
PH,P2,P3,2,2,-0.9051052363259073,-0.8843385309978742,0.020766705328033153,25
PPD,P1,P2,6,7,-0.6379227248745349,-0.6047783852294243,0.033144339645110654,25
PPD,P1,P3,6,7,-0.6379227248745349,-0.6793157937875294,-0.041393068912994435,25
PPD,P2,P3,7,7,-0.6047783852294243,-0.6793157937875294,-0.07453740855810509,25
PR,P1,P2,6,6,-0.36205080573384696,-0.30097313773362455,0.06107766800022241,25
PR,P1,P3,6,6,-0.36205080573384696,-0.2129302350748097,0.14912057065903725,25
PR,P2,P3,6,6,-0.30097313773362455,-0.2129302350748097,0.08804290265881484,25
PRI,P1,P2,1,1,-0.7367104540756065,-0.7203685057422421,0.016341948333364442,25
PRI,P1,P3,1,1,-0.7367104540756065,-0.6985792412977553,0.03813121277785125,25
PRI,P2,P3,1,1,-0.7203685057422421,-0.6985792412977553,0.02178926444448681,25
PRO,P2,P3,1,1,-0.8731285108280963,-0.893809081572664,-0.02068057074456775,25
PS,P1,P2,18,18,-0.6512657676239901,-0.6402906896581767,0.010975077965813429,25
PS,P1,P3,18,18,-0.6512657676239901,-0.6356712720755598,0.015594495548430287,25
PS,P2,P3,18,18,-0.6402906896581767,-0.6356712720755598,0.004619417582616858,25
RD,P1,P2,8,10,-0.7672717872657442,-0.7651560666662658,0.002115720599478399,25
RD,P1,P3,8,10,-0.7672717872657442,-0.7704981673599958,-0.0032263800942515797,25
RD,P2,P3,10,10,-0.7651560666662658,-0.7704981673599958,-0.005342100693729979,25
RN,P1,P2,34,36,0.6735495073577134,0.6434067757912472,-0.030142731566466185,25
RN,P1,P3,34,33,0.6735495073577134,0.5900859720898342,-0.0834635352678792,25
RN,P2,P3,36,33,0.6434067757912472,0.5900859720898342,-0.05332080370141301,25
UDI,P1,P2,30,31,0.7165901754132808,0.7007169102006054,-0.015873265212675403,25
UDI,P1,P3,30,30,0.7165901754132808,0.6918280554118745,-0.024762120001406318,25
UDI,P2,P3,31,30,0.7007169102006054,0.6918280554118745,-0.008888854788730916,25
COMUNES,P1,P2,2,1,-0.8909311677829359,-0.8661303108802008,0.024800856902735147,26
COMUNES,P1,P3,2,1,-0.8909311677829359,-0.818661401816971,0.0722697659659649,26
COMUNES,P2,P3,1,1,-0.8661303108802008,-0.818661401816971,0.04746890906322976,26
DC,P1,P2,15,14,-0.16727240718459863,-0.18091061138201273,-0.0136382041974141,26
DC,P1,P3,15,14,-0.16727240718459863,-0.1248363907948987,0.04243601638969993,26
DC,P2,P3,14,14,-0.18091061138201273,-0.1248363907948987,0.05607422058711403,26
EVOP,P1,P2,6,6,0.6855384823046273,0.6618964597073216,-0.023642022597305745,26
EVOP,P1,P3,6,6,0.6855384823046273,0.601152969341419,-0.08438551296320829,26
EVOP,P2,P3,6,6,0.6618964597073216,0.601152969341419,-0.06074349036590254,26
FRVS,P1,P2,1,1,-0.7419761829621787,-0.6794151960343416,0.06256098692783707,26
FRVS,P1,P3,1,1,-0.7419761829621787,-0.5960005467972267,0.14597563616495202,26
FRVS,P2,P3,1,1,-0.6794151960343416,-0.5960005467972267,0.08341464923711495,26
IND,P1,P2,13,11,-0.6105235453146896,-0.5725155314358498,0.038008013878839786,26
IND,P1,P3,13,11,-0.6105235453146896,-0.7611768179292143,-0.15065327261452477,26
IND,P2,P3,11,11,-0.5725155314358498,-0.7611768179292143,-0.18866128649336456,26
LIBERAL,P1,P2,2,2,-0.7015031073972566,-0.6654997197581327,0.03600338763912392,26
LIBERAL,P1,P3,2,2,-0.7015031073972566,-0.6174952029059677,0.08400790449128892,26
LIBERAL,P2,P3,2,2,-0.6654997197581327,-0.6174952029059677,0.048004516852165,26
PC,P1,P2,8,8,-0.8474144630975411,-0.8516315989131408,-0.004217135815599682,26
PC,P1,P3,8,8,-0.8474144630975411,-0.8743011201113704,-0.026886657013829307,26
PC,P2,P3,8,8,-0.8516315989131408,-0.8743011201113704,-0.022669521198229625,26
PCS,P2,P3,2,1,-0.707625438860624,-0.7761036359483653,-0.06847819708774128,26
PEV,P1,P2,1,1,-0.9089889707821854,-0.9166126025104644,-0.007623631728278957,26
PEV,P1,P3,1,1,-0.9089889707821854,-0.9267774448148369,-0.01778847403265149,26
PEV,P2,P3,1,1,-0.9166126025104644,-0.9267774448148369,-0.010164842304372534,26
PH,P1,P2,3,2,-0.9426053008004293,-0.9276032752949077,0.015002025505521543,26
PH,P1,P3,3,2,-0.9426053008004293,-0.9120228748730224,0.030582425927406898,26
PH,P2,P3,2,2,-0.9276032752949077,-0.9120228748730224,0.015580400421885354,26
PPD,P1,P2,6,7,-0.6197305616525549,-0.6111721563086961,0.008558405343858766,26
PPD,P1,P3,6,7,-0.6197305616525549,-0.6550666888494947,-0.03533612719693979,26
PPD,P2,P3,7,7,-0.6111721563086961,-0.6550666888494947,-0.04389453254079856,26
PR,P1,P2,6,6,-0.3589897833813731,-0.28905464130018266,0.06993514208119045,26
PR,P1,P3,6,6,-0.3589897833813731,-0.19580778519192835,0.16318199818944476,26
PR,P2,P3,6,6,-0.28905464130018266,-0.19580778519192835,0.09324685610825431,26
PRI,P1,P2,1,1,-0.7248989481816962,-0.7112476766921794,0.013651271489516836,26
PRI,P1,P3,1,1,-0.7248989481816962,-0.6930459813728227,0.031852966808873506,26
PRI,P2,P3,1,1,-0.7112476766921794,-0.6930459813728227,0.01820169531935667,26
PRO,P2,P3,1,1,-0.8423114921342705,-0.87109413673421,-0.02878264459993951,26
PS,P1,P2,18,18,-0.6553858782897981,-0.6619579039188188,-0.006572025629020706,26
PS,P1,P3,18,18,-0.6553858782897981,-0.6328949867166529,0.02249089157314521,26
PS,P2,P3,18,18,-0.6619579039188188,-0.6328949867166529,0.029062917202165917,26
RD,P1,P2,8,10,-0.7693203344915693,-0.7685050437198917,0.0008152907716776348,26
RD,P1,P3,8,10,-0.7693203344915693,-0.7772275931550867,-0.00790725866351738,26
RD,P2,P3,10,10,-0.7685050437198917,-0.7772275931550867,-0.008722549435195015,26
RN,P1,P2,34,36,0.6750024155733396,0.6316083551044878,-0.04339406046885186,26
RN,P1,P3,34,33,0.6750024155733396,0.5823307037303225,-0.09267171184301715,26
RN,P2,P3,36,33,0.6316083551044878,0.5823307037303225,-0.04927765137416529,26
UDI,P1,P2,30,31,0.7323966271522756,0.6812247726960666,-0.051171854456208976,26
UDI,P1,P3,30,30,0.7323966271522756,0.6661383786189338,-0.06625824853334183,26
UDI,P2,P3,31,30,0.6812247726960666,0.6661383786189338,-0.015086394077132859,26
COMUNES,P1,P2,2,1,-0.9200442810291545,-0.8883364995186861,0.03170778151046838,27
COMUNES,P1,P3,2,1,-0.9200442810291545,-0.7952457519883782,0.12479852904077626,27
COMUNES,P2,P3,1,1,-0.8883364995186861,-0.7952457519883782,0.09309074753030788,27
DC,P1,P2,15,14,-0.16245440335243144,-0.1701380283327224,-0.0076836249802909595,27
DC,P1,P3,15,14,-0.16245440335243144,-0.11802447127705114,0.044429932075380305,27
DC,P2,P3,14,14,-0.1701380283327224,-0.11802447127705114,0.052113557055671264,27
EVOP,P1,P2,6,6,0.6825603523774826,0.6713971379910552,-0.011163214386427422,27
EVOP,P1,P3,6,6,0.6825603523774826,0.6582038570770585,-0.024356495300424053,27
EVOP,P2,P3,6,6,0.6713971379910552,0.6582038570770585,-0.01319328091399663,27
FRVS,P1,P2,1,1,-0.7344097609934978,-0.666045979595783,0.0683637813977147,27
FRVS,P1,P3,1,1,-0.7344097609934978,-0.5748942710654967,0.15951548992800102,27
FRVS,P2,P3,1,1,-0.666045979595783,-0.5748942710654967,0.09115170853028631,27
IND,P1,P2,13,11,-0.586919721653424,-0.5417193533208854,0.0452003683325386,27
IND,P1,P3,13,11,-0.586919721653424,-0.6888590796648305,-0.10193935801140652,27
IND,P2,P3,11,11,-0.5417193533208854,-0.6888590796648305,-0.14713972634394512,27
LIBERAL,P1,P2,2,2,-0.6920407631385748,-0.6361246186571801,0.0559161444813947,27
LIBERAL,P1,P3,2,2,-0.6920407631385748,-0.5615697593486539,0.13047100378992083,27
LIBERAL,P2,P3,2,2,-0.6361246186571801,-0.5615697593486539,0.07455485930852612,27
PC,P1,P2,8,8,-0.8240386370589341,-0.8347009890832406,-0.010662352024306543,27
PC,P1,P3,8,8,-0.8240386370589341,-0.8303199993062462,-0.006281362247312128,27
PC,P2,P3,8,8,-0.8347009890832406,-0.8303199993062462,0.004380989776994415,27
PCS,P2,P3,2,1,-0.7972184632793633,-0.7440244332002912,0.053194030079072085,27
PEV,P1,P2,1,1,-0.9348090492328385,-0.9374519351990219,-0.0026428859661834503,27
PEV,P1,P3,1,1,-0.9348090492328385,-0.9409757831539328,-0.006166733921094347,27
PEV,P2,P3,1,1,-0.9374519351990219,-0.9409757831539328,-0.003523847954910897,27
PH,P1,P2,3,2,-0.9678868487146618,-0.9261564289260986,0.04173041978856318,27
PH,P1,P3,3,2,-0.9678868487146618,-0.9109165324326358,0.05697031628202598,27
PH,P2,P3,2,2,-0.9261564289260986,-0.9109165324326358,0.015239896493462801,27
PPD,P1,P2,6,7,-0.6158234120022619,-0.588303962681524,0.02751944932073791,27
PPD,P1,P3,6,7,-0.6158234120022619,-0.6252407758413904,-0.0094173638391285,27
PPD,P2,P3,7,7,-0.588303962681524,-0.6252407758413904,-0.03693681315986641,27
PR,P1,P2,6,6,-0.3654580721287926,-0.30014599655146423,0.06531207557732838,27
PR,P1,P3,6,6,-0.3654580721287926,-0.20479450605714572,0.1606635660716469,27
PR,P2,P3,6,6,-0.30014599655146423,-0.20479450605714572,0.09535149049431851,27
PRI,P1,P2,1,1,-0.7016764731368205,-0.669234943929354,0.03244152920746646,27
PRI,P1,P3,1,1,-0.7016764731368205,-0.6259795716527327,0.07569690148408781,27
PRI,P2,P3,1,1,-0.669234943929354,-0.6259795716527327,0.04325537227662135,27
PRO,P2,P3,1,1,-0.8368238021652771,-0.8799652468538446,-0.04314144468856751,27
PS,P1,P2,18,18,-0.6330789685414964,-0.6432413387789376,-0.010162370237441265,27
PS,P1,P3,18,18,-0.6330789685414964,-0.6162173243395382,0.016861644201958126,27
PS,P2,P3,18,18,-0.6432413387789376,-0.6162173243395382,0.02702401443939939,27
RD,P1,P2,8,10,-0.7761342847205145,-0.7753527045048633,0.000781580215651223,27
RD,P1,P3,8,10,-0.7761342847205145,-0.7659391465372213,0.010195138183293206,27
RD,P2,P3,10,10,-0.7753527045048633,-0.7659391465372213,0.009413557967641983,27
RN,P1,P2,34,36,0.6654973392156462,0.6645903048374255,-0.0009070343782207058,27
RN,P1,P3,34,33,0.6654973392156462,0.6153566201194198,-0.050140719096226416,27
RN,P2,P3,36,33,0.6645903048374255,0.6153566201194198,-0.04923368471800571,27
UDI,P1,P2,30,31,0.6993090122738286,0.7115883119086891,0.012279299634860519,27
UDI,P1,P3,30,30,0.6993090122738286,0.6866848941602217,-0.012624118113606864,27
UDI,P2,P3,31,30,0.7115883119086891,0.6866848941602217,-0.024903417748467382,27
COMUNES,P1,P2,2,1,-0.8667460011217671,-0.8427575352271698,0.023988465894597355,28
COMUNES,P1,P3,2,1,-0.8667460011217671,-0.7869743721214267,0.0797716290003404,28
COMUNES,P2,P3,1,1,-0.8427575352271698,-0.7869743721214267,0.05578316310574305,28
DC,P1,P2,15,14,-0.16602701515007562,-0.14542631826325592,0.020600696886819703,28
DC,P1,P3,15,14,-0.16602701515007562,-0.12021507484121642,0.0458119403088592,28
DC,P2,P3,14,14,-0.14542631826325592,-0.12021507484121642,0.025211243422039495,28
EVOP,P1,P2,6,6,0.6943320152732019,0.6798256669952039,-0.014506348277998016,28
EVOP,P1,P3,6,6,0.6943320152732019,0.6168747289031781,-0.0774572863700238,28
EVOP,P2,P3,6,6,0.6798256669952039,0.6168747289031781,-0.06295093809202579,28
FRVS,P1,P2,1,1,-0.7248299114799979,-0.6827010053087594,0.042128906171238434,28
FRVS,P1,P3,1,1,-0.7248299114799979,-0.6265291304137743,0.09830078106622353,28
FRVS,P2,P3,1,1,-0.6827010053087594,-0.6265291304137743,0.0561718748949851,28
