party,target_a,target_b,n_a,n_b,median_a,median_b,delta_b_minus_a,replicate
PRO,P2,P3,1,1,-0.8471633523480065,-0.8672104444228399,-0.02004709207483335,16
PS,P1,P2,18,18,-0.6377896678794763,-0.6342165629911944,0.003573104888281886,16
PS,P1,P3,18,18,-0.6377896678794763,-0.6305488859471804,0.007240781932295937,16
PS,P2,P3,18,18,-0.6342165629911944,-0.6305488859471804,0.0036676770440140505,16
RD,P1,P2,8,10,-0.7762028694287793,-0.7543239346690703,0.021878934759708923,16
RD,P1,P3,8,10,-0.7762028694287793,-0.7341565701706236,0.04204629925815562,16
RD,P2,P3,10,10,-0.7543239346690703,-0.7341565701706236,0.020167364498446694,16
RN,P1,P2,34,36,0.6991037685476997,0.6543095753010879,-0.044794193246611824,16
RN,P1,P3,34,33,0.6991037685476997,0.6236211667931765,-0.07548260175452326,16
RN,P2,P3,36,33,0.6543095753010879,0.6236211667931765,-0.030688408507911435,16
UDI,P1,P2,30,31,0.7156790578871302,0.7157355521895145,5.649430238430231e-05,16
UDI,P1,P3,30,30,0.7156790578871302,0.7119943548137319,-0.003684703073398299,16
UDI,P2,P3,31,30,0.7157355521895145,0.7119943548137319,-0.003741197375782601,16
COMUNES,P1,P2,2,1,-0.9064610367716346,-0.8854701609550932,0.020990875816541354,17
COMUNES,P1,P3,2,1,-0.9064610367716346,-0.8215569504002553,0.08490408637137925,17
COMUNES,P2,P3,1,1,-0.8854701609550932,-0.8215569504002553,0.0639132105548379,17
DC,P1,P2,15,14,-0.16503629235392941,-0.17088663607848514,-0.005850343724555729,17
DC,P1,P3,15,14,-0.16503629235392941,-0.13697851281052964,0.028057779543399775,17
DC,P2,P3,14,14,-0.17088663607848514,-0.13697851281052964,0.0339081232679555,17
EVOP,P1,P2,6,6,0.6710573922323506,0.66695602627025,-0.004101365962100645,17
EVOP,P1,P3,6,6,0.6710573922323506,0.639041451383457,-0.03201594084889359,17
EVOP,P2,P3,6,6,0.66695602627025,0.639041451383457,-0.027914574886792942,17
FRVS,P1,P2,1,1,-0.7190116263353356,-0.7185074661006091,0.0005041602347264362,17
FRVS,P1,P3,1,1,-0.7190116263353356,-0.7178352524543069,0.0011763738810286473,17
FRVS,P2,P3,1,1,-0.7185074661006091,-0.7178352524543069,0.000672213646302211,17
IND,P1,P2,13,11,-0.5937605761901974,-0.5884712364115406,0.005289339778656754,17
IND,P1,P3,13,11,-0.5937605761901974,-0.7084114023244134,-0.11465082613421596,17
IND,P2,P3,11,11,-0.5884712364115406,-0.7084114023244134,-0.11994016591287271,17
LIBERAL,P1,P2,2,2,-0.6888173110352939,-0.653077270744885,0.03574004029040889,17
LIBERAL,P1,P3,2,2,-0.6888173110352939,-0.6054238836910067,0.08339342734428712,17
LIBERAL,P2,P3,2,2,-0.653077270744885,-0.6054238836910067,0.04765338705387823,17
PC,P1,P2,8,8,-0.8480288276653655,-0.8570641638077585,-0.009035336142393047,17
PC,P1,P3,8,8,-0.8480288276653655,-0.8546936305298644,-0.006664802864498887,17
PC,P2,P3,8,8,-0.8570641638077585,-0.8546936305298644,0.00237053327789416,17
PCS,P2,P3,2,1,-0.8298178182052462,-0.786058822065525,0.04375899613972123,17
PEV,P1,P2,1,1,-0.9013229080861687,-0.9237670718500386,-0.02244416376386993,17
PEV,P1,P3,1,1,-0.9013229080861687,-0.953692623535199,-0.05236971544903035,17
PEV,P2,P3,1,1,-0.9237670718500386,-0.953692623535199,-0.029925551685160423,17
PH,P1,P2,3,2,-0.9380484416455721,-0.9233856804103728,0.014662761235199273,17
PH,P1,P3,3,2,-0.9380484416455721,-0.9081440791695521,0.02990436247602002,17
PH,P2,P3,2,2,-0.9233856804103728,-0.9081440791695521,0.015241601240820746,17
PPD,P1,P2,6,7,-0.6260296881817815,-0.6220235598724672,0.00400612830931435,17
PPD,P1,P3,6,7,-0.6260296881817815,-0.6848502202301355,-0.058820532048354024,17
PPD,P2,P3,7,7,-0.6220235598724672,-0.6848502202301355,-0.06282666035766837,17
PR,P1,P2,6,6,-0.36540252195485423,-0.3013270499694829,0.06407547198537134,17
PR,P1,P3,6,6,-0.36540252195485423,-0.21589308732232046,0.14950943463253377,17
PR,P2,P3,6,6,-0.3013270499694829,-0.21589308732232046,0.08543396264716244,17
PRI,P1,P2,1,1,-0.7237629195379229,-0.7121314139855882,0.01163150555233472,17
PRI,P1,P3,1,1,-0.7237629195379229,-0.6966227399158088,0.027140179622114124,17
PRI,P2,P3,1,1,-0.7121314139855882,-0.6966227399158088,0.015508674069779405,17
PRO,P2,P3,1,1,-0.867320760725443,-0.8767664279691363,-0.009445667243693334,17
PS,P1,P2,18,18,-0.6522164213447486,-0.6506199817155649,0.0015964396291836547,17
PS,P1,P3,18,18,-0.6522164213447486,-0.6419209545943569,0.010295466750391613,17
PS,P2,P3,18,18,-0.6506199817155649,-0.6419209545943569,0.008699027121207958,17
RD,P1,P2,8,10,-0.7698788304053589,-0.7830714370242762,-0.013192606618917302,17
RD,P1,P3,8,10,-0.7698788304053589,-0.7799867683208856,-0.010107937915526777,17
RD,P2,P3,10,10,-0.7830714370242762,-0.7799867683208856,0.003084668703390525,17
RN,P1,P2,34,36,0.6740940517438666,0.656177355562939,-0.017916696180927616,17
RN,P1,P3,34,33,0.6740940517438666,0.6175205503161072,-0.05657350142775941,17
RN,P2,P3,36,33,0.656177355562939,0.6175205503161072,-0.038656805246831794,17
UDI,P1,P2,30,31,0.7085460955334948,0.6977016316605134,-0.010844463872981436,17
UDI,P1,P3,30,30,0.7085460955334948,0.6996240608300339,-0.008922034703460868,17
UDI,P2,P3,31,30,0.6977016316605134,0.6996240608300339,0.0019224291695205675,17
COMUNES,P1,P2,2,1,-0.9049206541966709,-0.8741779140136814,0.030742740182989503,18
COMUNES,P1,P3,2,1,-0.9049206541966709,-0.8213244441504568,0.08359621004621409,18
COMUNES,P2,P3,1,1,-0.8741779140136814,-0.8213244441504568,0.05285346986322459,18
DC,P1,P2,15,14,-0.17054797463293225,-0.15661125828757252,0.013936716345359729,18
DC,P1,P3,15,14,-0.17054797463293225,-0.1289384533384621,0.04160952129447015,18
DC,P2,P3,14,14,-0.15661125828757252,-0.1289384533384621,0.027672804949110424,18
EVOP,P1,P2,6,6,0.6653508102375831,0.6332426575280758,-0.03210815270950729,18
EVOP,P1,P3,6,6,0.6653508102375831,0.5753070839369026,-0.09004372630068058,18
EVOP,P2,P3,6,6,0.6332426575280758,0.5753070839369026,-0.057935573591173295,18
FRVS,P1,P2,1,1,-0.7189889814880688,-0.6879076177697532,0.031081363718315602,18
FRVS,P1,P3,1,1,-0.7189889814880688,-0.6464657994786667,0.07252318200940211,18
FRVS,P2,P3,1,1,-0.6879076177697532,-0.6464657994786667,0.04144181829108651,18
IND,P1,P2,13,11,-0.5817068979644383,-0.5418339873588522,0.039872910605586065,18
IND,P1,P3,13,11,-0.5817068979644383,-0.7054821661216152,-0.12377526815717688,18
IND,P2,P3,11,11,-0.5418339873588522,-0.7054821661216152,-0.16364817876276294,18
LIBERAL,P1,P2,2,2,-0.6856018798845755,-0.6222467879049782,0.06335509197959732,18
LIBERAL,P1,P3,2,2,-0.6856018798845755,-0.5377733319321822,0.1478285479523933,18
LIBERAL,P2,P3,2,2,-0.6222467879049782,-0.5377733319321822,0.08447345597279599,18
PC,P1,P2,8,8,-0.849107636087869,-0.8541064579229042,-0.004998821835035194,18
PC,P1,P3,8,8,-0.849107636087869,-0.8547952631744157,-0.005687627086546687,18
PC,P2,P3,8,8,-0.8541064579229042,-0.8547952631744157,-0.0006888052515114929,18
PCS,P2,P3,2,1,-0.8072606900942928,-0.778990271277152,0.028270418817140763,18
PEV,P1,P2,1,1,-0.9111876355358015,-0.9199675205730152,-0.00877988503721372,18
PEV,P1,P3,1,1,-0.9111876355358015,-0.9316740339559666,-0.020486398420165086,18
PEV,P2,P3,1,1,-0.9199675205730152,-0.9316740339559666,-0.011706513382951367,18
PH,P1,P2,3,2,-0.9087336519407588,-0.8990495421866794,0.009684109754079406,18
PH,P1,P3,3,2,-0.9087336519407588,-0.8930108172689244,0.01572283467183444,18
PH,P2,P3,2,2,-0.8990495421866794,-0.8930108172689244,0.006038724917755034,18
PPD,P1,P2,6,7,-0.6227199407189032,-0.5982973049352859,0.024422635783617364,18
PPD,P1,P3,6,7,-0.6227199407189032,-0.6387636714234436,-0.01604373070454035,18
PPD,P2,P3,7,7,-0.5982973049352859,-0.6387636714234436,-0.04046636648815771,18
PR,P1,P2,6,6,-0.3633030402380413,-0.30135586097252287,0.061947179265518404,18
PR,P1,P3,6,6,-0.3633030402380413,-0.21293090332632875,0.15037213691171253,18
PR,P2,P3,6,6,-0.30135586097252287,-0.21293090332632875,0.08842495764619412,18
PRI,P1,P2,1,1,-0.7249412083035571,-0.7138427696460103,0.011098438657546783,18
PRI,P1,P3,1,1,-0.7249412083035571,-0.6990448514359477,0.025896356867609382,18
PRI,P2,P3,1,1,-0.7138427696460103,-0.6990448514359477,0.0147979182100626,18
PRO,P2,P3,1,1,-0.8688373737129458,-0.919898710050403,-0.05106133633745724,18
PS,P1,P2,18,18,-0.6341980071336062,-0.6302723741062758,0.0039256330273304,18
PS,P1,P3,18,18,-0.6341980071336062,-0.6312940439850858,0.002903963148520372,18
PS,P2,P3,18,18,-0.6302723741062758,-0.6312940439850858,-0.0010216698788100276,18
RD,P1,P2,8,10,-0.7488565384646978,-0.7613033228594802,-0.012446784394782417,18
RD,P1,P3,8,10,-0.7488565384646978,-0.7736315029136728,-0.02477496444897498,18
RD,P2,P3,10,10,-0.7613033228594802,-0.7736315029136728,-0.012328180054192561,18
RN,P1,P2,34,36,0.6897695995193174,0.6434136153216645,-0.046355984197652855,18
RN,P1,P3,34,33,0.6897695995193174,0.574028218017972,-0.11574138150134539,18
RN,P2,P3,36,33,0.6434136153216645,0.574028218017972,-0.06938539730369253,18
UDI,P1,P2,30,31,0.7172515123569906,0.6705265340020986,-0.04672497835489198,18
UDI,P1,P3,30,30,0.7172515123569906,0.7079875125351243,-0.00926399982186632,18
UDI,P2,P3,31,30,0.6705265340020986,0.7079875125351243,0.03746097853302566,18
COMUNES,P1,P2,2,1,-0.9308361334265425,-0.8971806456694054,0.033655487757137115,19
COMUNES,P1,P3,2,1,-0.9308361334265425,-0.7959388742804857,0.13489725914605677,19
COMUNES,P2,P3,1,1,-0.8971806456694054,-0.7959388742804857,0.10124177138891965,19
DC,P1,P2,15,14,-0.1729905501721068,-0.15549539198427154,0.017495158187835258,19
DC,P1,P3,15,14,-0.1729905501721068,-0.1257393002607852,0.0472512499113216,19
DC,P2,P3,14,14,-0.15549539198427154,-0.1257393002607852,0.02975609172348634,19
EVOP,P1,P2,6,6,0.68575221257424,0.6492094234583659,-0.036542789115874164,19
EVOP,P1,P3,6,6,0.68575221257424,0.645111054813793,-0.040641157760446966,19
EVOP,P2,P3,6,6,0.6492094234583659,0.645111054813793,-0.004098368644572803,19
FRVS,P1,P2,1,1,-0.744126997225752,-0.6868566385760546,0.05727035864969743,19
FRVS,P1,P3,1,1,-0.744126997225752,-0.6104961603764588,0.13363083684929322,19
FRVS,P2,P3,1,1,-0.6868566385760546,-0.6104961603764588,0.0763604781995958,19
IND,P1,P2,13,11,-0.587915866204213,-0.5521472170333832,0.03576864917082978,19
IND,P1,P3,13,11,-0.587915866204213,-0.6552067183774783,-0.06729085217326536,19
IND,P2,P3,11,11,-0.5521472170333832,-0.6552067183774783,-0.10305950134409514,19
LIBERAL,P1,P2,2,2,-0.7001052464439422,-0.6421936607696066,0.05791158567433563,19
LIBERAL,P1,P3,2,2,-0.7001052464439422,-0.5649782132038266,0.13512703324011566,19
LIBERAL,P2,P3,2,2,-0.6421936607696066,-0.5649782132038266,0.07721544756578003,19
PC,P1,P2,8,8,-0.8438894410495545,-0.8417525915719308,0.0021368494776237146,19
PC,P1,P3,8,8,-0.8438894410495545,-0.838903458935099,0.004985982114455556,19
PC,P2,P3,8,8,-0.8417525915719308,-0.838903458935099,0.0028491326368318415,19
PCS,P2,P3,2,1,-0.8307800295270578,-0.7711957154414071,0.05958431408565068,19
PEV,P1,P2,1,1,-0.90437596095389,-0.8966610405773874,0.007714920376502565,19
PEV,P1,P3,1,1,-0.90437596095389,-0.8863744800753833,0.018001480878506615,19
PEV,P2,P3,1,1,-0.8966610405773874,-0.8863744800753833,0.01028656050200405,19
PH,P1,P2,3,2,-0.9318298218439462,-0.9154359983844117,0.01639382345953455,19
PH,P1,P3,3,2,-0.9318298218439462,-0.8951015885281782,0.03672823331576802,19
PH,P2,P3,2,2,-0.9154359983844117,-0.8951015885281782,0.02033440985623347,19
PPD,P1,P2,6,7,-0.6174453610996342,-0.6115458905483827,0.005899470551251507,19
PPD,P1,P3,6,7,-0.6174453610996342,-0.6486454160706473,-0.03120005497101308,19
PPD,P2,P3,7,7,-0.6115458905483827,-0.6486454160706473,-0.03709952552226459,19
PR,P1,P2,6,6,-0.36974468752333156,-0.29708050805128217,0.0726641794720494,19
PR,P1,P3,6,6,-0.36974468752333156,-0.20019493542188332,0.16954975210144824,19
PR,P2,P3,6,6,-0.29708050805128217,-0.20019493542188332,0.09688557262939884,19
PRI,P1,P2,1,1,-0.7172238395658825,-0.6996946449215736,0.01752919464430891,19
PRI,P1,P3,1,1,-0.7172238395658825,-0.6763223853958275,0.040901454170055085,19
PRI,P2,P3,1,1,-0.6996946449215736,-0.6763223853958275,0.023372259525746175,19
PRO,P2,P3,1,1,-0.8561643139336442,-0.8584844155255044,-0.0023201015918601353,19
PS,P1,P2,18,18,-0.6646268653176995,-0.6459111079932633,0.0187157573244362,19
PS,P1,P3,18,18,-0.6646268653176995,-0.6286702391138292,0.0359566262038703,19
PS,P2,P3,18,18,-0.6459111079932633,-0.6286702391138292,0.0172408688794341,19
RD,P1,P2,8,10,-0.766440900456188,-0.7638356090258278,0.002605291430360146,19
RD,P1,P3,8,10,-0.766440900456188,-0.7675657178716364,-0.0011248174154484536,19
RD,P2,P3,10,10,-0.7638356090258278,-0.7675657178716364,-0.0037301088458085996,19
RN,P1,P2,34,36,0.6886479708290562,0.6518008061247209,-0.036847164704335245,19
RN,P1,P3,34,33,0.6886479708290562,0.6062519199674594,-0.08239605086159674,19
RN,P2,P3,36,33,0.6518008061247209,0.6062519199674594,-0.04554888615726149,19
UDI,P1,P2,30,31,0.7126716205946588,0.705962389171575,-0.006709231423083772,19
UDI,P1,P3,30,30,0.7126716205946588,0.7126854874490851,1.3866854426280995e-05,19
UDI,P2,P3,31,30,0.705962389171575,0.7126854874490851,0.006723098277510053,19
COMUNES,P1,P2,2,1,-0.8926120939734989,-0.8880333557979556,0.004578738175543329,20
COMUNES,P1,P3,2,1,-0.8926120939734989,-0.8735750697203734,0.01903702425312559,20
COMUNES,P2,P3,1,1,-0.8880333557979556,-0.8735750697203734,0.01445828607758226,20
DC,P1,P2,15,14,-0.17386718782636318,-0.13653145688525153,0.037335730941111644,20
DC,P1,P3,15,14,-0.17386718782636318,-0.11894412255667493,0.05492306526968825,20
DC,P2,P3,14,14,-0.13653145688525153,-0.11894412255667493,0.017587334328576607,20
EVOP,P1,P2,6,6,0.6587879208276461,0.6652537259356264,0.006465805107980227,20
EVOP,P1,P3,6,6,0.6587879208276461,0.6884845062281955,0.029696585400549314,20
EVOP,P2,P3,6,6,0.6652537259356264,0.6884845062281955,0.023230780292569086,20
FRVS,P1,P2,1,1,-0.7242989521109376,-0.671539273712186,0.05275967839875162,20
FRVS,P1,P3,1,1,-0.7242989521109376,-0.6011930358471838,0.12310591626375389,20
FRVS,P2,P3,1,1,-0.671539273712186,-0.6011930358471838,0.07034623786500227,20
IND,P1,P2,13,11,-0.599924489775518,-0.5523009299540027,0.04762355982151534,20
IND,P1,P3,13,11,-0.599924489775518,-0.6749799910308235,-0.07505550125530547,20
IND,P2,P3,11,11,-0.5523009299540027,-0.6749799910308235,-0.1226790610768208,20
LIBERAL,P1,P2,2,2,-0.7029211971587352,-0.649797193655987,0.05312400350274826,20
LIBERAL,P1,P3,2,2,-0.7029211971587352,-0.5789651889856564,0.12395600817307884,20
LIBERAL,P2,P3,2,2,-0.649797193655987,-0.5789651889856564,0.07083200467033057,20
PC,P1,P2,8,8,-0.8458695466531643,-0.8586039389198891,-0.012734392266724792,20
PC,P1,P3,8,8,-0.8458695466531643,-0.8692494651938454,-0.02337991854068111,20
PC,P2,P3,8,8,-0.8586039389198891,-0.8692494651938454,-0.010645526273956318,20
PCS,P2,P3,2,1,-0.8284911289689731,-0.8263447134737982,0.0021464154951749137,20
PEV,P1,P2,1,1,-0.9075508025543688,-0.9138537834390147,-0.00630298088464587,20
PEV,P1,P3,1,1,-0.9075508025543688,-0.9222577579518757,-0.014706955397506882,20
PEV,P2,P3,1,1,-0.9138537834390147,-0.9222577579518757,-0.008403974512861012,20
PH,P1,P2,3,2,-0.9585797064326742,-0.9272129075911439,0.03136679884153026,20
PH,P1,P3,3,2,-0.9585797064326742,-0.8876409641546378,0.07093874227803643,20
PH,P2,P3,2,2,-0.9272129075911439,-0.8876409641546378,0.03957194343650616,20
PPD,P1,P2,6,7,-0.634286522393458,-0.6195363729820754,0.01475014941138253,20
PPD,P1,P3,6,7,-0.634286522393458,-0.6560060784230588,-0.02171955602960085,20
PPD,P2,P3,7,7,-0.6195363729820754,-0.6560060784230588,-0.03646970544098338,20
PR,P1,P2,6,6,-0.3595879056510859,-0.2925443062285489,0.06704359942253701,20
PR,P1,P3,6,6,-0.3595879056510859,-0.2046540955283532,0.1549338101227327,20
PR,P2,P3,6,6,-0.2925443062285489,-0.2046540955283532,0.08789021070019568,20
PRI,P1,P2,1,1,-0.7518161099751087,-0.7393210357358097,0.012495074239299075,20
PRI,P1,P3,1,1,-0.7518161099751087,-0.7226609367500785,0.02915517322503025,20
PRI,P2,P3,1,1,-0.7393210357358097,-0.7226609367500785,0.016660098985731175,20
PRO,P2,P3,1,1,-0.8638100996776978,-0.9213023946242482,-0.05749229494655039,20
PS,P1,P2,18,18,-0.6547441953874114,-0.6458747110465108,0.008869484340900513,20
PS,P1,P3,18,18,-0.6547441953874114,-0.6390308377436622,0.01571335764374915,20
PS,P2,P3,18,18,-0.6458747110465108,-0.6390308377436622,0.006843873302848635,20
RD,P1,P2,8,10,-0.7687642832219599,-0.7791152344343482,-0.01035095121238827,20
RD,P1,P3,8,10,-0.7687642832219599,-0.7744390724682496,-0.005674789246289724,20
RD,P2,P3,10,10,-0.7791152344343482,-0.7744390724682496,0.0046761619660985465,20
RN,P1,P2,34,36,0.7010025463869731,0.6668636631087878,-0.03413888327818537,20
RN,P1,P3,34,33,0.7010025463869731,0.6259223234235008,-0.07508022296347228,20
RN,P2,P3,36,33,0.6668636631087878,0.6259223234235008,-0.040941339685286904,20
UDI,P1,P2,30,31,0.7271903176990824,0.7036322934432695,-0.02355802425581288,20
UDI,P1,P3,30,30,0.7271903176990824,0.7077923223807004,-0.019397995318381933,20
UDI,P2,P3,31,30,0.7036322934432695,0.7077923223807004,0.0041600289374309485,20
COMUNES,P1,P2,2,1,-0.8878710929618576,-0.9103921011766655,-0.022521008214807847,21
COMUNES,P1,P3,2,1,-0.8878710929618576,-0.9043588578756527,-0.01648776491379511,21
COMUNES,P2,P3,1,1,-0.9103921011766655,-0.9043588578756527,0.006033243301012736,21
DC,P1,P2,15,14,-0.16526137988426687,-0.173339014673225,-0.008077634788958121,21
DC,P1,P3,15,14,-0.16526137988426687,-0.13198565002531734,0.033275729858949527,21
DC,P2,P3,14,14,-0.173339014673225,-0.13198565002531734,0.04135336464790765,21
EVOP,P1,P2,6,6,0.7276160304703881,0.6901006331499253,-0.03751539732046283,21
EVOP,P1,P3,6,6,0.7276160304703881,0.6776880130424788,-0.04992801742790931,21
EVOP,P2,P3,6,6,0.6901006331499253,0.6776880130424788,-0.012412620107446481,21
FRVS,P1,P2,1,1,-0.7513845544261047,-0.6915177046226471,0.05986684980345769,21
FRVS,P1,P3,1,1,-0.7513845544261047,-0.6116952382180375,0.13968931620806724,21
FRVS,P2,P3,1,1,-0.6915177046226471,-0.6116952382180375,0.07982246640460955,21
IND,P1,P2,13,11,-0.585203183783963,-0.5466803400212791,0.03852284376268389,21
IND,P1,P3,13,11,-0.585203183783963,-0.7165494708673256,-0.1313462870833626,21
IND,P2,P3,11,11,-0.5466803400212791,-0.7165494708673256,-0.1698691308460465,21
LIBERAL,P1,P2,2,2,-0.6957018629969544,-0.6527486975917689,0.042953165405185456,21
LIBERAL,P1,P3,2,2,-0.6957018629969544,-0.5954778103848548,0.10022405261209955,21
LIBERAL,P2,P3,2,2,-0.6527486975917689,-0.5954778103848548,0.05727088720691409,21
PC,P1,P2,8,8,-0.8389900077037379,-0.8457865703527209,-0.0067965626489829845,21
PC,P1,P3,8,8,-0.8389900077037379,-0.8252327269533062,0.0137572807504317,21
PC,P2,P3,8,8,-0.8457865703527209,-0.8252327269533062,0.020553843399414684,21
PCS,P2,P3,2,1,-0.8075561820033208,-0.7433414751174219,0.06421470688589892,21
PEV,P1,P2,1,1,-0.9240352041209041,-0.929126301849751,-0.005091097728846861,21
PEV,P1,P3,1,1,-0.9240352041209041,-0.9359144321548797,-0.011879228033975564,21
PEV,P2,P3,1,1,-0.929126301849751,-0.9359144321548797,-0.006788130305128703,21
PH,P1,P2,3,2,-0.9615907391292403,-0.933950318431813,0.027640420697427337,21
PH,P1,P3,3,2,-0.9615907391292403,-0.9261227719688371,0.035467967160403235,21
PH,P2,P3,2,2,-0.933950318431813,-0.9261227719688371,0.007827546462975898,21
PPD,P1,P2,6,7,-0.6103992462911285,-0.6174371186662796,-0.0070378723751510774,21
PPD,P1,P3,6,7,-0.6103992462911285,-0.6993579724150706,-0.08895872612394207,21
PPD,P2,P3,7,7,-0.6174371186662796,-0.6993579724150706,-0.08192085374879099,21
PR,P1,P2,6,6,-0.36132960217408827,-0.30863191648424676,0.05269768568984151,21
PR,P1,P3,6,6,-0.36132960217408827,-0.22169165538676955,0.13963794678731872,21
PR,P2,P3,6,6,-0.30863191648424676,-0.22169165538676955,0.08694026109747721,21
PRI,P1,P2,1,1,-0.7083969976782107,-0.6812395378678207,0.027157459810390083,21
PRI,P1,P3,1,1,-0.7083969976782107,-0.6450295914539685,0.0633674062242422,21
PRI,P2,P3,1,1,-0.6812395378678207,-0.6450295914539685,0.03620994641385211,21
PRO,P2,P3,1,1,-0.8631471362420128,-0.9139540929385486,-0.05080695669653579,21
PS,P1,P2,18,18,-0.655173983723004,-0.6512690334907301,0.003904950232273885,21
PS,P1,P3,18,18,-0.655173983723004,-0.6311862222035813,0.023987761519422612,21
PS,P2,P3,18,18,-0.6512690334907301,-0.6311862222035813,0.020082811287148727,21
RD,P1,P2,8,10,-0.7647461430540191,-0.7574210294321644,0.007325113621854729,21
RD,P1,P3,8,10,-0.7647461430540191,-0.7497156680671053,0.015030474986913789,21
RD,P2,P3,10,10,-0.7574210294321644,-0.7497156680671053,0.00770536136505906,21
RN,P1,P2,34,36,0.6974168104448362,0.6679295968697941,-0.029487213575042026,21
RN,P1,P3,34,33,0.6974168104448362,0.6157908245297697,-0.08162598591506642,21
RN,P2,P3,36,33,0.6679295968697941,0.6157908245297697,-0.0521387723400244,21
UDI,P1,P2,30,31,0.7277338395194415,0.7061960453426602,-0.021537794176781255,21
UDI,P1,P3,30,30,0.7277338395194415,0.696060006631131,-0.031673832888310494,21
UDI,P2,P3,31,30,0.7061960453426602,0.696060006631131,-0.010136038711529238,21
COMUNES,P1,P2,2,1,-0.9117392248993952,-0.8837589299797975,0.027980294919597637,22
COMUNES,P1,P3,2,1,-0.9117392248993952,-0.8012049860710874,0.11053423882830782,22
COMUNES,P2,P3,1,1,-0.8837589299797975,-0.8012049860710874,0.08255394390871018,22
DC,P1,P2,15,14,-0.15685661941306442,-0.16326944058916698,-0.006412821176102562,22
DC,P1,P3,15,14,-0.15685661941306442,-0.1173966891590524,0.039459930254012024,22
DC,P2,P3,14,14,-0.16326944058916698,-0.1173966891590524,0.045872751430114586,22
EVOP,P1,P2,6,6,0.6446412660665146,0.6571386808005553,0.012497414734040646,22
EVOP,P1,P3,6,6,0.6446412660665146,0.6612943194559566,0.016653053389442007,22
EVOP,P2,P3,6,6,0.6571386808005553,0.6612943194559566,0.004155638655401361,22
FRVS,P1,P2,1,1,-0.7253994840801732,-0.6959583558796034,0.029441128200569766,22
FRVS,P1,P3,1,1,-0.7253994840801732,-0.6567035182788455,0.06869596580132764,22
FRVS,P2,P3,1,1,-0.6959583558796034,-0.6567035182788455,0.039254837600757875,22
IND,P1,P2,13,11,-0.5934350224370265,-0.5431221324548061,0.05031288998222039,22
IND,P1,P3,13,11,-0.5934350224370265,-0.7245456176189632,-0.13111059518193668,22
IND,P2,P3,11,11,-0.5431221324548061,-0.7245456176189632,-0.18142348516415707,22
LIBERAL,P1,P2,2,2,-0.6954121683829908,-0.6384322747473812,0.056979893635609624,22
LIBERAL,P1,P3,2,2,-0.6954121683829908,-0.5624590832332343,0.13295308514975646,22
LIBERAL,P2,P3,2,2,-0.6384322747473812,-0.5624590832332343,0.07597319151414683,22
PC,P1,P2,8,8,-0.8482298742946857,-0.8585255376358405,-0.010295663341154837,22
PC,P1,P3,8,8,-0.8482298742946857,-0.8678449140833657,-0.019615039788680066,22
PC,P2,P3,8,8,-0.8585255376358405,-0.8678449140833657,-0.00931937644752523,22
PCS,P2,P3,2,1,-0.8216272129492054,-0.809366401027048,0.012260811922157333,22
PEV,P1,P2,1,1,-0.8980057972954764,-0.9311283595402972,-0.0331225622448208,22
PEV,P1,P3,1,1,-0.8980057972954764,-0.9752917758667243,-0.07728597857124797,22
PEV,P2,P3,1,1,-0.9311283595402972,-0.9752917758667243,-0.044163416326427174,22
PH,P1,P2,3,2,-0.9472726561438289,-0.9245651323826429,0.02270752376118601,22
PH,P1,P3,3,2,-0.9472726561438289,-0.9047693203587854,0.042503335785043506,22
PH,P2,P3,2,2,-0.9245651323826429,-0.9047693203587854,0.019795812023857495,22
PPD,P1,P2,6,7,-0.6161900614538086,-0.5953877586158077,0.020802302838000886,22
PPD,P1,P3,6,7,-0.6161900614538086,-0.6572340213760246,-0.04104395992221599,22
PPD,P2,P3,7,7,-0.5953877586158077,-0.6572340213760246,-0.061846262760216875,22
PR,P1,P2,6,6,-0.34906097617088816,-0.2750588173280554,0.07400215884283273,22
PR,P1,P3,6,6,-0.34906097617088816,-0.17638927220427814,0.17267170396661002,22
PR,P2,P3,6,6,-0.2750588173280554,-0.17638927220427814,0.09866954512377729,22
PRI,P1,P2,1,1,-0.7323642596834855,-0.7158255541818608,0.01653870550162473,22
PRI,P1,P3,1,1,-0.7323642596834855,-0.6937739468463625,0.038590312837123,22
PRI,P2,P3,1,1,-0.7158255541818608,-0.6937739468463625,0.02205160733549827,22
PRO,P2,P3,1,1,-0.8581283957202023,-0.9111052301933248,-0.052976834473122514,22
PS,P1,P2,18,18,-0.6431795594646526,-0.632762227484343,0.010417331980309585,22
PS,P1,P3,18,18,-0.6431795594646526,-0.6158249897819807,0.027354569682671803,22
PS,P2,P3,18,18,-0.632762227484343,-0.6158249897819807,0.016937237702362218,22
RD,P1,P2,8,10,-0.7563484428639776,-0.7663598366693902,-0.010011393805412605,22
RD,P1,P3,8,10,-0.7563484428639776,-0.7696020987882471,-0.013253655924269525,22
RD,P2,P3,10,10,-0.7663598366693902,-0.7696020987882471,-0.00324226211885692,22
RN,P1,P2,34,36,0.6640266638120667,0.6507913888964469,-0.01323527491561971,22
RN,P1,P3,34,33,0.6640266638120667,0.5957559551983518,-0.06827070861371487,22
RN,P2,P3,36,33,0.6507913888964469,0.5957559551983518,-0.05503543369809516,22
UDI,P1,P2,30,31,0.7289542934919231,0.7096851617138354,-0.019269131778087645,22
